# time  Id  DTNHost  true/false
1225.0000 M656 18 true
1225.0000 M665 18 true
1225.0000 M619 18 true
1225.0000 M640 18 true
1225.0000 M623 18 true
1225.0000 M677 18 true
1225.0000 M673 18 true
1225.0000 M658 15 true
1225.0000 M626 15 true
1225.0000 M678 15 true
1225.0000 M676 15 true
1233.0000 M633 0 true
1233.0000 M655 0 true
1233.0000 M681 0 true
1233.0000 M664 0 true
1235.0000 M656 17 true
1235.0000 M638 17 true
1235.0000 M669 17 true
1235.0000 M680 17 true
1235.0000 M640 17 true
1235.0000 M645 17 true
1235.0000 M693 17 true
1235.0000 M690 17 true
1239.0000 M695 1 true
1243.0000 M675 10 true
1243.0000 M673 10 true
1243.0000 M655 10 true
1243.0000 M689 10 true
1243.0000 M701 10 true
1243.0000 M694 10 true
1248.0000 M677 19 true
1248.0000 M673 19 true
1248.0000 M641 19 true
1258.0000 M716 12 true
1258.0000 M666 12 true
1258.0000 M662 12 true
1258.0000 M707 12 true
1258.0000 M679 12 true
1258.0000 M671 12 true
1259.0000 M666 11 true
1259.0000 M674 11 true
1259.0000 M675 11 true
1259.0000 M655 11 true
1259.0000 M689 11 true
1259.0000 M701 11 true
1259.0000 M707 11 true
1259.0000 M691 11 true
1259.0000 M694 11 true
1262.0000 M711 8 true
1262.0000 M668 8 true
1262.0000 M663 8 true
1262.0000 M703 8 true
1262.0000 M698 8 true
1262.0000 M707 8 true
1267.0000 M705 13 true
1267.0000 M678 13 true
1271.0000 M722 16 true
1271.0000 M728 16 true
1271.0000 M712 16 true
1271.0000 M685 16 true
1271.0000 M702 16 true
1271.0000 M693 16 true
1271.0000 M690 16 true
1276.0000 M710 9 true
1276.0000 M732 9 true
1276.0000 M688 9 true
1276.0000 M682 9 true
1277.0000 M718 3 true
1277.0000 M709 3 true
1277.0000 M706 3 true
1277.0000 M699 3 true
1279.0000 M723 5 true
1279.0000 M717 5 true
1279.0000 M719 5 true
1279.0000 M683 5 true
1279.0000 M686 5 true
1279.0000 M700 5 true
1279.0000 M709 5 true
1279.0000 M697 5 true
1280.0000 M716 6 true
1280.0000 M717 6 true
1280.0000 M704 6 true
1280.0000 M728 6 true
1285.0000 M685 15 true
1285.0000 M696 15 true
1287.0000 M735 7 true
1287.0000 M684 7 true
1287.0000 M698 7 true
1287.0000 M729 7 true
1295.0000 M712 17 true
1295.0000 M750 17 true
1295.0000 M715 17 true
1295.0000 M720 17 true
1295.0000 M702 17 true
1295.0000 M721 17 true
1295.0000 M728 17 true
1299.0000 M713 1 true
1299.0000 M731 1 true
1299.0000 M752 1 true
1299.0000 M726 1 true
1307.0000 M757 0 true
1307.0000 M712 0 true
1307.0000 M713 0 true
1307.0000 M725 0 true
1308.0000 M738 19 true
1308.0000 M766 19 true
1308.0000 M720 19 true
1308.0000 M755 19 true
1308.0000 M714 19 true
1308.0000 M708 19 true
1314.0000 M737 2 true
1314.0000 M764 2 true
1314.0000 M726 2 true
1314.0000 M756 2 true
1314.0000 M713 2 true
1314.0000 M743 2 true
1314.0000 M749 2 true
1314.0000 M746 2 true
1315.0000 M774 18 true
1315.0000 M738 18 true
1315.0000 M717 18 true
1315.0000 M745 18 true
1315.0000 M766 18 true
1315.0000 M740 18 true
1315.0000 M720 18 true
1315.0000 M702 18 true
1315.0000 M728 18 true
1315.0000 M692 18 true
1318.0000 M754 12 true
1318.0000 M736 12 true
1318.0000 M711 12 true
1318.0000 M733 12 true
1318.0000 M742 12 true
1319.0000 M751 11 true
1326.0000 M759 8 true
1326.0000 M729 8 true
1327.0000 M754 13 true
1327.0000 M753 13 true
1327.0000 M747 13 true
1331.0000 M778 16 true
1331.0000 M771 16 true
1331.0000 M774 16 true
1331.0000 M734 16 true
1331.0000 M769 16 true
1331.0000 M767 16 true
1331.0000 M761 16 true
1331.0000 M750 16 true
1331.0000 M785 16 true
1336.0000 M779 9 true
1336.0000 M781 9 true
1336.0000 M760 9 true
1339.0000 M777 5 true
1339.0000 M763 5 true
1339.0000 M782 5 true
1339.0000 M783 5 true
1339.0000 M789 5 true
1339.0000 M798 5 true
1344.0000 M783 6 true
1344.0000 M802 6 true
1344.0000 M763 6 true
1345.0000 M753 15 true
1345.0000 M758 15 true
1345.0000 M785 15 true
1345.0000 M788 15 true
1345.0000 M761 15 true
1348.0000 M777 4 true
1348.0000 M771 4 true
1348.0000 M734 4 true
1348.0000 M739 4 true
1348.0000 M661 4 true
1348.0000 M762 4 true
1348.0000 M724 4 true
1348.0000 M723 4 true
1348.0000 M672 4 true
1348.0000 M687 4 true
1348.0000 M719 4 true
1348.0000 M683 4 true
1348.0000 M686 4 true
1348.0000 M700 4 true
1348.0000 M709 4 true
1348.0000 M794 4 true
1348.0000 M797 4 true
1349.0000 M770 3 true
1349.0000 M739 3 true
1349.0000 M744 3 true
1349.0000 M748 3 true
1349.0000 M741 3 true
1351.0000 M759 7 true
1351.0000 M765 7 true
1359.0000 M775 1 true
1359.0000 M813 1 true
1359.0000 M780 1 true
1359.0000 M764 1 true
1359.0000 M796 1 true
1359.0000 M793 1 true
1359.0000 M776 17 true
1359.0000 M774 17 true
1359.0000 M807 17 true
1359.0000 M799 17 true
1368.0000 M779 0 true
1368.0000 M772 0 true
1368.0000 M786 0 true
1368.0000 M767 0 true
1368.0000 M796 0 true
1368.0000 M825 0 true
1368.0000 M773 19 true
1368.0000 M810 19 true
1368.0000 M784 19 true
1368.0000 M817 19 true
1368.0000 M803 19 true
1368.0000 M791 19 true
1375.0000 M833 18 true
1375.0000 M821 18 true
1375.0000 M791 18 true
1375.0000 M807 18 true
1375.0000 M799 18 true
1379.0000 M832 11 true
1379.0000 M787 11 true
1379.0000 M795 11 true
1379.0000 M792 11 true
1379.0000 M790 11 true
1384.0000 M772 10 true
1384.0000 M832 10 true
1384.0000 M829 10 true
1384.0000 M804 10 true
1384.0000 M790 10 true
1387.0000 M815 13 true
1387.0000 M830 13 true
1387.0000 M809 13 true
1387.0000 M820 13 true
1387.0000 M805 13 true
1387.0000 M826 13 true
1387.0000 M806 13 true
1387.0000 M842 13 true
1391.0000 M834 16 true
1391.0000 M837 16 true
1391.0000 M808 16 true
1396.0000 M838 9 true
1396.0000 M834 9 true
1396.0000 M843 9 true
1396.0000 M841 9 true
1396.0000 M823 9 true
1399.0000 M835 5 true
1399.0000 M812 5 true
1399.0000 M852 5 true
1399.0000 M816 5 true
1405.0000 M811 15 true
1405.0000 M836 15 true
1405.0000 M844 15 true
1409.0000 M813 3 true
1409.0000 M812 3 true
1409.0000 M818 3 true
1409.0000 M835 3 true
1409.0000 M846 3 true
1409.0000 M862 3 true
1409.0000 M860 3 true
1409.0000 M865 3 true
1409.0000 M864 3 true
1411.0000 M815 12 true
1411.0000 M857 12 true
1411.0000 M787 12 true
1411.0000 M826 12 true
1411.0000 M861 12 true
1411.0000 M863 12 true
1414.0000 M862 2 true
1414.0000 M860 2 true
1414.0000 M864 2 true
1414.0000 M813 2 true
1414.0000 M819 2 true
1414.0000 M801 2 true
1414.0000 M800 2 true
1414.0000 M847 2 true
1415.0000 M730 14 true
1415.0000 M768 14 true
1415.0000 M727 14 true
1415.0000 M822 14 true
1415.0000 M820 14 true
1415.0000 M678 14 true
1415.0000 M824 14 true
1415.0000 M754 14 true
1415.0000 M753 14 true
1415.0000 M788 14 true
1415.0000 M747 14 true
1415.0000 M705 14 true
1415.0000 M845 14 true
1419.0000 M875 17 true
1419.0000 M828 17 true
1419.0000 M821 17 true
1419.0000 M868 17 true
1423.0000 M814 7 true
1423.0000 M856 7 true
1423.0000 M874 7 true
1423.0000 M827 7 true
1423.0000 M848 7 true
1423.0000 M814 6 true
1423.0000 M856 6 true
1423.0000 M857 6 true
1423.0000 M858 6 true
1423.0000 M851 6 true
1423.0000 M881 6 true
1423.0000 M840 6 true
1428.0000 M834 0 true
1428.0000 M853 0 true
1428.0000 M855 0 true
1439.0000 M870 11 true
1439.0000 M863 11 true
1439.0000 M869 11 true
1439.0000 M859 11 true
1439.0000 M850 11 true
1439.0000 M896 11 true
1444.0000 M870 10 true
1444.0000 M877 10 true
1444.0000 M859 10 true
1444.0000 M855 10 true
1444.0000 M850 10 true
1449.0000 M901 13 true
1449.0000 M903 13 true
1449.0000 M902 13 true
1449.0000 M882 13 true
1451.0000 M872 16 true
1451.0000 M867 16 true
1451.0000 M874 8 true
1451.0000 M907 8 true
1456.0000 M855 9 true
1456.0000 M898 9 true
1456.0000 M909 9 true
1459.0000 M911 18 true
1459.0000 M839 18 true
1459.0000 M875 18 true
1459.0000 M876 18 true
1459.0000 M897 18 true
1459.0000 M879 18 true
1459.0000 M880 18 true
1459.0000 M889 18 true
1459.0000 M868 18 true
1459.0000 M914 5 true
1459.0000 M912 5 true
1459.0000 M895 5 true
1459.0000 M883 5 true
1465.0000 M894 15 true
1465.0000 M871 15 true
1465.0000 M878 15 true
1465.0000 M887 15 true
1466.0000 M873 1 true
1466.0000 M854 1 true
1466.0000 M915 1 true
1466.0000 M924 1 true
1466.0000 M900 1 true
1466.0000 M847 1 true
1466.0000 M866 1 true
1466.0000 M905 1 true
1469.0000 M892 3 true
1469.0000 M899 3 true
1471.0000 M831 4 true
1471.0000 M835 4 true
1471.0000 M920 4 true
1471.0000 M867 4 true
1471.0000 M812 4 true
1471.0000 M816 4 true
1471.0000 M808 4 true
1478.0000 M930 2 true
1478.0000 M924 2 true
1478.0000 M893 2 true
1478.0000 M917 2 true
1478.0000 M899 2 true
1478.0000 M900 2 true
1478.0000 M905 2 true
1479.0000 M897 17 true
1479.0000 M880 17 true
1479.0000 M889 17 true
1480.0000 M937 19 true
1480.0000 M829 19 true
1480.0000 M859 19 true
1480.0000 M849 19 true
1480.0000 M884 19 true
1480.0000 M888 19 true
1480.0000 M886 19 true
1481.0000 M918 12 true
1481.0000 M896 12 true
1481.0000 M923 12 true
1481.0000 M882 12 true
1481.0000 M907 12 true
1483.0000 M936 6 true
1483.0000 M935 6 true
1483.0000 M921 6 true
1483.0000 M942 6 true
1483.0000 M907 6 true
1483.0000 M885 6 true
1483.0000 M929 6 true
1487.0000 M910 7 true
1487.0000 M935 7 true
1487.0000 M857 7 true
1487.0000 M890 7 true
1487.0000 M942 7 true
1487.0000 M907 7 true
1487.0000 M929 7 true
1488.0000 M930 0 true
1488.0000 M873 0 true
1488.0000 M938 0 true
1488.0000 M922 0 true
1488.0000 M924 0 true
1488.0000 M900 0 true
1488.0000 M908 0 true
1507.0000 M960 10 true
1507.0000 M913 10 true
1507.0000 M950 10 true
1507.0000 M904 10 true
1507.0000 M906 10 true
1507.0000 M941 10 true
1507.0000 M947 10 true
1509.0000 M959 13 true
1509.0000 M918 13 true
1509.0000 M956 13 true
1509.0000 M923 13 true
1509.0000 M961 13 true
1511.0000 M934 16 true
1511.0000 M925 16 true
1511.0000 M920 16 true
1511.0000 M927 16 true
1511.0000 M949 16 true
1511.0000 M944 16 true
1511.0000 M918 8 true
1511.0000 M942 8 true
1511.0000 M964 8 true
1511.0000 M929 8 true
1513.0000 M964 11 true
1513.0000 M913 11 true
1513.0000 M916 11 true
1513.0000 M919 11 true
1513.0000 M941 11 true
1513.0000 M947 11 true
1515.0000 M961 14 true
1515.0000 M926 14 true
1515.0000 M928 14 true
1515.0000 M959 14 true
1515.0000 M891 14 true
1515.0000 M882 14 true
1515.0000 M885 14 true
1516.0000 M932 9 true
1516.0000 M971 9 true
1516.0000 M938 9 true
1516.0000 M922 9 true
1516.0000 M969 9 true
1516.0000 M965 9 true
1521.0000 M936 5 true
1521.0000 M966 5 true
1521.0000 M955 5 true
1521.0000 M957 5 true
1521.0000 M958 5 true
1521.0000 M945 5 true
1529.0000 M933 3 true
1529.0000 M953 3 true
1529.0000 M987 3 true
1529.0000 M985 3 true
1529.0000 M944 3 true
1529.0000 M977 18 true
1529.0000 M974 18 true
1529.0000 M949 18 true
1529.0000 M960 18 true
1529.0000 M968 18 true
1529.0000 M943 18 true
1529.0000 M940 18 true
1538.0000 M970 2 true
1538.0000 M967 2 true
1538.0000 M995 2 true
1538.0000 M991 2 true
1538.0000 M948 2 true
1538.0000 M987 2 true
1538.0000 M985 2 true
1538.0000 M981 2 true
1540.0000 M978 19 true
1540.0000 M974 19 true
1540.0000 M960 19 true
1540.0000 M994 19 true
1540.0000 M943 19 true
1543.0000 M959 6 true
1543.0000 M996 6 true
1543.0000 M999 6 true
1543.0000 M979 6 true
1543.0000 M957 6 true
1547.0000 M959 12 true
1547.0000 M990 12 true
1547.0000 M976 12 true
1547.0000 M1004 12 true
1547.0000 M1001 12 true
1547.0000 M989 12 true
1547.0000 M964 12 true
1547.0000 M982 12 true
1547.0000 M952 7 true
1547.0000 M1006 7 true
1547.0000 M1000 7 true
1547.0000 M1003 7 true
1551.0000 M934 15 true
1551.0000 M931 15 true
1551.0000 M997 15 true
1551.0000 M954 15 true
1551.0000 M946 15 true
1552.0000 M971 0 true
1552.0000 M992 0 true
1552.0000 M988 0 true
1555.0000 M930 1 true
1555.0000 M995 1 true
1555.0000 M948 1 true
1555.0000 M1007 1 true
1555.0000 M962 1 true
1562.0000 M972 17 true
1562.0000 M973 17 true
1562.0000 M974 17 true
1562.0000 M993 17 true
1562.0000 M949 17 true
1562.0000 M968 17 true
1562.0000 M940 17 true
1562.0000 M963 17 true
1569.0000 M1017 4 true
1569.0000 M939 4 true
1569.0000 M1026 4 true
1569.0000 M966 4 true
1569.0000 M951 4 true
1569.0000 M953 4 true
1569.0000 M1005 4 true
1569.0000 M986 4 true
1569.0000 M1002 4 true
1569.0000 M944 4 true
1571.0000 M1018 8 true
1571.0000 M990 8 true
1571.0000 M1003 8 true
1573.0000 M1022 11 true
1573.0000 M1004 11 true
1573.0000 M1008 11 true
1573.0000 M989 11 true
1573.0000 M982 11 true
1576.0000 M1019 9 true
1579.0000 M1037 13 true
1579.0000 M1011 13 true
1579.0000 M975 13 true
1579.0000 M976 13 true
1579.0000 M1001 13 true
1579.0000 M983 13 true
1580.0000 M974 10 true
1580.0000 M1028 10 true
1580.0000 M998 10 true
1580.0000 M1033 10 true
1580.0000 M989 10 true
1589.0000 M1015 3 true
1589.0000 M995 3 true
1589.0000 M1030 3 true
1589.0000 M991 3 true
1594.0000 M994 18 true
1594.0000 M993 18 true
1594.0000 M1020 18 true
1600.0000 M1013 19 true
1600.0000 M1032 19 true
